"All property types","All bedrooms","Carlow",745.00,692.66,651.37,628.96,626.96,600.97,616.73,641.47,664.76,708.90,752.29
"All property types","All bedrooms","Carlow Town",784.38,720.40,674.39,641.22,650.56,604.46,654.52,658.22,686.65,724.29,781.03
"All property types","All bedrooms","Graiguecullen, Carlow",754.20,702.53,649.78,614.64,601.84,604.03,585.57,594.62,633.20,702.06,752.27
"All property types","All bedrooms","Tullow, Carlow",717.01,665.34,608.97,582.98,578.09,560.82,552.75,576.33,612.69,660.98,699.98
"All property types","All bedrooms","Cavan",579.96,532.71,481.70,459.54,450.75,452.06,449.91,469.64,509.14,545.00,573.27
"All property types","All bedrooms","Cavan Town",598.44,555.56,454.32,456.51,456.84,443.59,455.38,485.45,528.09,567.57,595.69
"All property types","All bedrooms","Bailieborough, Cavan",0.00,486.17,461.09,427.28,431.78,438.66,425.23,463.14,514.98,530.71,522.47
"All property types","All bedrooms","Ballyconnell, Cavan",598.73,492.45,420.32,396.73,388.29,374.57,376.00,404.94,423.04,452.70,494.39
"All property types","All bedrooms","Ballyjamesduff, Cavan",664.47,589.17,549.19,541.54,480.51,462.20,470.45,487.53,510.92,571.17,614.21
"All property types","All bedrooms","Belturbet, Cavan",475.00,438.32,418.25,390.42,377.92,391.57,381.76,399.38,452.76,482.45,509.42
"All property types","All bedrooms","Cootehill, Cavan",548.58,473.82,457.92,438.97,454.45,434.42,423.98,443.38,474.98,503.44,531.73
"All property types","All bedrooms","Kingscourt, Cavan",742.52,660.90,515.91,466.47,499.57,503.87,491.01,478.95,543.42,608.26,587.60
"All property types","All bedrooms","Virginia, Cavan",624.91,585.28,549.53,508.03,496.29,502.09,506.60,532.57,585.70,617.48,658.12
"All property types","All bedrooms","Clare",696.22,642.95,588.34,552.90,534.78,530.88,530.79,543.41,584.48,624.71,664.69
"All property types","All bedrooms","Ennis, Clare",686.64,640.19,582.66,543.63,522.56,509.13,512.75,543.21,588.09,635.65,673.95
"All property types","All bedrooms","Killaloe, Clare",718.00,666.22,599.75,550.70,531.53,561.85,578.60,593.97,685.09,721.85,749.90
"All property types","All bedrooms","Kilrush, Clare",699.50,611.73,537.90,474.45,505.56,475.25,447.59,457.17,471.73,499.41,485.10
"All property types","All bedrooms","Newmarket-On-Fergus, Clare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"All property types","All bedrooms","Shannon, Clare",766.17,686.60,597.46,585.87,556.69,572.34,586.90,578.15,607.48,657.04,706.84
"All property types","All bedrooms","Sixmilebridge, Clare",0.00,656.84,595.09,583.94,591.89,570.82,585.09,604.38,640.75,686.46,721.85
"All property types","All bedrooms","Cork",910.85,845.58,770.22,729.97,787.26,814.13,846.54,809.15,873.96,937.20,990.54
"All property types","All bedrooms","Cork City",977.59,911.01,828.94,785.60,910.71,949.79,992.48,888.25,967.31,1050.50,1115.24
"All property types","All bedrooms","Ballincollig, Cork",986.71,925.52,847.90,828.21,838.28,834.21,859.75,936.77,1037.53,1105.84,1148.36
"All property types","All bedrooms","Ballintemple, Cork",978.02,897.84,834.83,792.03,825.40,847.21,860.57,918.32,987.44,1098.93,1213.17
"All property types","All bedrooms","Ballinure, Cork",1095.56,962.78,880.71,862.04,1085.33,1210.83,983.27,1030.61,1051.79,1178.39,1306.22
"All property types","All bedrooms","Bandon, Cork",827.33,740.87,693.39,649.15,633.15,659.54,681.94,710.57,736.78,772.84,809.90
"All property types","All bedrooms","Bantry, Cork",638.78,656.26,631.59,573.77,538.96,521.82,527.21,557.84,576.58,591.40,644.38
"All property types","All bedrooms","Bishopstown, Cork",1144.58,1006.38,964.21,929.84,962.73,963.57,1470.95,1071.34,1211.31,1242.27,1226.09
"All property types","All bedrooms","Blackpool, Cork",903.59,836.65,753.00,713.34,730.54,737.01,749.69,790.85,877.62,926.60,1015.35
"All property types","All bedrooms","Blackrock, Cork",1037.27,958.78,863.70,858.39,857.08,870.39,906.15,960.40,1049.29,1145.38,1219.66
"All property types","All bedrooms","Blarney, Cork",893.15,842.53,769.67,725.38,719.59,734.97,744.00,784.07,834.03,898.28,985.44
"All property types","All bedrooms","Carrigaline, Cork",921.51,865.72,800.96,761.40,738.37,760.40,795.78,839.57,909.22,979.89,1023.92
"All property types","All bedrooms","Carrigtwohill, Cork",883.45,820.57,748.03,723.14,716.08,720.54,729.39,773.19,821.23,882.69,962.16
"All property types","All bedrooms","Castlemartyr, Cork",749.52,678.98,602.71,598.04,630.40,587.41,590.25,642.40,698.29,796.41,845.20
"All property types","All bedrooms","Charleville, Cork",692.77,657.70,597.54,565.85,552.92,537.39,538.39,581.32,605.69,642.28,681.92
"All property types","All bedrooms","Clonakilty, Cork",767.65,715.53,645.51,602.91,604.90,597.56,597.27,650.47,676.64,708.88,760.35
"All property types","All bedrooms","Cloyne, Cork",773.96,703.35,600.14,558.25,558.00,561.13,594.66,666.33,757.51,802.33,893.84
"All property types","All bedrooms","Cobh, Cork",792.76,753.83,690.27,650.10,627.40,628.53,672.71,700.21,711.37,773.42,843.83
"All property types","All bedrooms","Crosshaven, Cork",890.59,849.66,781.00,731.40,727.82,732.21,775.46,850.34,866.28,891.40,995.35
"All property types","All bedrooms","Douglas, Cork",1050.91,954.20,875.57,849.97,858.41,883.78,921.40,1001.15,1097.21,1145.41,1201.13
"All property types","All bedrooms","Dunmanway, Cork",588.26,596.71,575.90,568.15,563.23,519.82,545.57,577.34,617.17,651.63,697.65
"All property types","All bedrooms","Fermoy, Cork",729.19,671.32,604.60,590.40,567.84,572.41,580.47,594.88,637.37,684.91,755.02
"All property types","All bedrooms","Frankfield, Cork",1041.18,977.57,894.28,874.64,891.31,888.32,927.23,1026.79,1121.18,1175.79,1217.51
"All property types","All bedrooms","Glanmire, Cork",958.47,836.12,773.83,774.97,762.42,772.45,765.42,851.81,933.40,1004.75,1068.68
"All property types","All bedrooms","Kanturk, Cork",668.53,610.23,516.48,515.50,520.59,509.66,478.38,533.90,575.25,647.90,738.45
"All property types","All bedrooms","Kinsale, Cork",978.71,895.78,852.50,824.26,790.90,772.96,801.77,869.33,959.15,1027.24,1085.33
"All property types","All bedrooms","Macroom, Cork",814.01,758.83,700.52,647.75,628.27,596.51,593.84,621.37,669.02,677.90,692.53
"All property types","All bedrooms","Mallow, Cork",718.40,672.44,615.78,589.71,571.16,576.21,587.87,626.66,679.87,735.16,793.58
"All property types","All bedrooms","Midleton, Cork",866.96,784.16,696.69,661.53,654.40,656.53,671.32,722.00,791.25,864.73,921.98
"All property types","All bedrooms","Millstreet, Cork",648.52,561.02,504.06,459.70,469.64,477.81,493.75,590.53,570.59,677.15,715.84
"All property types","All bedrooms","Mitchelstown, Cork",621.97,612.31,577.29,584.84,553.42,538.89,546.78,553.70,586.65,665.59,687.19
"All property types","All bedrooms","Montenotte, Cork",927.04,808.28,806.90,767.12,750.58,753.46,739.28,804.79,880.97,920.45,997.47
"All property types","All bedrooms","Passage West, Cork",896.41,848.62,763.14,709.32,685.96,686.69,714.71,767.08,854.65,946.91,1010.44
"All property types","All bedrooms","Rathcormac, Cork",774.57,720.77,631.13,573.82,575.90,594.56,606.94,641.89,723.39,750.84,785.27
"All property types","All bedrooms","Ringaskiddy, Cork",0.00,1009.44,0.00,492.92,504.92,526.90,844.04,811.02,855.90,0.00,0.00
"All property types","All bedrooms","Rochestown, Cork",1039.47,969.91,872.47,840.59,851.48,880.76,953.76,1053.20,1151.15,1203.18,1252.98
"All property types","All bedrooms","Skibbereen, Cork",618.92,598.90,526.56,489.07,479.59,477.26,465.17,479.79,516.85,555.58,593.15
"All property types","All bedrooms","Tivoli, Cork",913.83,884.26,789.79,750.04,764.20,797.87,787.98,856.75,953.94,994.46,1047.42
"All property types","All bedrooms","Tower, Cork",1028.27,949.14,824.39,788.42,785.97,812.51,820.33,863.46,989.84,999.73,1010.53
"All property types","All bedrooms","Whitegate, Cork",835.10,778.22,663.41,608.87,597.77,601.76,609.66,623.00,0.00,860.46,886.45
"All property types","All bedrooms","Wilton, Cork",1002.44,905.78,831.81,805.27,795.73,823.14,857.15,914.23,993.89,1049.75,1103.09
"All property types","All bedrooms","Youghal, Cork",709.62,663.31,601.35,550.32,545.03,538.28,537.16,563.72,603.88,674.81,730.47
"All property types","All bedrooms","Donegal",577.66,550.94,521.28,501.44,475.51,460.32,457.48,472.94,498.48,527.95,542.59
"All property types","All bedrooms","Donegal Town",683.09,615.50,533.65,520.73,498.34,481.79,469.69,486.60,506.44,520.83,519.09
"All property types","All bedrooms","Ballybofey, Donegal",598.40,572.12,559.40,550.95,508.57,443.70,436.23,447.92,484.67,534.51,555.03
"All property types","All bedrooms","Buncrana, Donegal",560.15,540.29,508.29,486.20,464.06,460.47,444.01,445.29,466.31,494.48,507.32
"All property types","All bedrooms","Bundoran, Donegal",0.00,542.00,535.81,487.85,461.53,449.47,453.03,439.51,441.95,452.89,497.57
"All property types","All bedrooms","Carndonagh, Donegal",524.51,480.04,457.72,425.14,401.94,370.25,405.45,446.26,403.73,397.04,451.01
"All property types","All bedrooms","Letterkenny, Donegal",579.50,560.01,524.76,504.48,480.62,461.98,470.03,493.81,526.85,569.46,586.07
"All property types","All bedrooms","Lifford, Donegal",541.17,527.25,501.23,461.45,452.82,425.07,408.51,423.12,459.57,472.07,454.07
"All property types","All bedrooms","Stranorlar, Donegal",581.78,560.23,535.85,495.79,517.40,486.32,426.81,445.39,448.76,483.19,561.22
"All property types","All bedrooms","Dublin",1340.04,1214.71,1076.98,1047.36,1078.83,1115.85,1178.24,1281.06,1371.92,1475.78,1584.58
"All property types","All bedrooms","Balbriggan, Dublin",1032.90,924.65,805.54,769.65,771.21,784.71,817.84,876.23,969.40,1062.98,1134.98
"All property types","All bedrooms","Blackrock, Dublin",1588.28,1423.31,1268.01,1247.72,1293.17,1354.52,1471.13,1583.30,1712.67,1808.85,1915.43
"All property types","All bedrooms","Booterstown, Dublin",1659.92,1537.67,1403.34,1333.36,1348.10,1430.56,1511.23,1636.18,1743.12,1847.89,1965.79
"All property types","All bedrooms","Cabinteely, Dublin",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"All property types","All bedrooms","Citywest, Dublin",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"All property types","All bedrooms","Dalkey, Dublin",1666.35,1580.46,1490.20,1463.42,1498.43,1616.79,1749.42,1922.11,2027.88,2078.57,2295.30
"All property types","All bedrooms","Donabate, Dublin",1164.87,1006.15,861.33,859.28,862.78,895.85,945.96,1011.35,1122.84,1204.06,1256.61
"All property types","All bedrooms","Dun Laoghaire, Dublin",1318.29,1222.98,1107.58,1054.81,1073.83,1152.30,1224.16,1332.18,1431.46,1553.31,1758.76
"All property types","All bedrooms","Glenageary, Dublin",1733.01,1559.08,1364.42,1294.56,1449.49,1463.09,1554.25,1749.89,1829.37,1903.18,2025.85
"All property types","All bedrooms","Howth, Dublin",1730.53,1418.85,1257.45,1245.03,1302.10,1313.06,1335.38,1446.02,1564.29,1725.03,1757.86
"All property types","All bedrooms","Killiney, Dublin",1729.22,1531.15,1402.71,1434.73,1456.86,1469.27,1537.04,1669.65,1767.93,1926.38,2104.57
"All property types","All bedrooms","Kinsealy, Dublin",1216.12,1103.92,1005.62,982.16,997.71,1038.62,1071.55,1142.62,1215.06,1316.66,1399.85
"All property types","All bedrooms","Lucan, Dublin",1221.78,1116.48,1004.10,978.92,991.46,1008.58,1050.09,1133.02,1223.06,1316.26,1474.56
"All property types","All bedrooms","Lusk, Dublin",1145.95,1048.05,940.65,910.63,895.63,900.12,982.34,1058.27,1125.16,1190.33,1275.27
"All property types","All bedrooms","Malahide, Dublin",1553.18,1378.72,1239.87,1222.63,1264.61,1319.77,1371.06,1473.70,1573.43,1711.93,1853.27
"All property types","All bedrooms","Monkstown, Dublin",1312.65,1195.31,1066.50,1058.96,1085.15,1127.02,1178.18,1278.89,1427.26,1599.79,1678.65
"All property types","All bedrooms","Mount Merrion, Dublin",1854.79,1772.40,1651.21,1634.23,1714.41,1822.25,1831.49,2005.18,2151.56,2307.63,2333.37
"All property types","All bedrooms","Portmarnock, Dublin",1337.47,1250.80,1113.53,1099.15,1086.05,1129.89,1207.12,1271.35,1380.04,1466.74,1553.27
"All property types","All bedrooms","Rathcoole, Dublin",1071.49,952.16,871.78,896.34,874.10,911.02,996.69,1040.73,1166.42,1259.46,1318.31
"All property types","All bedrooms","Rush, Dublin",1075.06,1003.69,918.77,868.07,870.66,879.15,927.97,1011.65,1046.27,1094.95,1227.76
"All property types","All bedrooms","Saggart, Dublin",1273.56,1148.49,1000.63,947.46,937.02,978.35,1033.50,1113.56,1224.92,1292.00,1381.41
"All property types","All bedrooms","Sandycove, Dublin",1574.68,1457.81,1308.41,1226.67,1483.05,1543.23,1545.11,1615.41,1955.61,2044.53,2141.46
"All property types","All bedrooms","Shankill, Dublin",1385.42,1241.39,1119.67,1106.05,1093.01,1116.23,1174.29,1244.54,1339.85,1441.87,1541.16
"All property types","All bedrooms","Skerries, Dublin",1106.83,1036.29,926.27,888.09,897.20,922.57,973.98,1067.96,1145.43,1200.35,1315.36
"All property types","All bedrooms","Stepaside, Dublin",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"All property types","All bedrooms","Stillorgan, Dublin",1570.40,1418.53,1280.06,1251.70,1277.58,1319.09,1422.77,1505.37,1591.62,1701.84,1811.88
"All property types","All bedrooms","Swords, Dublin",1200.38,1090.74,965.63,932.26,941.77,962.82,1019.92,1110.51,1202.23,1288.02,1364.31
"All property types","All bedrooms","Dublin 1",1190.88,1097.20,975.10,983.45,983.50,986.76,1071.58,1160.73,1238.14,1311.91,1492.46
"All property types","All bedrooms","I.F.S.C., Dublin 1",1426.58,1253.06,1136.76,1535.72,1906.48,1934.06,1982.49,2142.57,2033.20,2084.99,2272.65
"All property types","All bedrooms","Parnell Street, Dublin 1",1351.51,1238.11,1068.13,1030.66,1044.39,1056.97,1128.83,1282.12,1384.18,1425.40,1583.59
"All property types","All bedrooms","Spencer Dock, Dublin 1",1574.03,1458.10,1287.46,1292.74,1360.92,1456.93,1575.97,1644.23,1781.11,1878.56,2010.96
"All property types","All bedrooms","Summerhill, Dublin 1",1154.42,1149.25,1012.55,931.78,971.03,974.84,951.32,1019.93,1073.81,1146.49,1424.93
"All property types","All bedrooms","Dublin 2",1410.34,1297.72,1168.99,1129.68,1176.60,1233.59,1307.73,1442.66,1576.78,1696.52,1829.83
"All property types","All bedrooms","Aungier Street, Dublin 2",1149.86,1012.90,927.13,940.25,969.09,1017.86,1107.22,1223.03,1390.42,1425.86,1601.67
"All property types","All bedrooms","Charlemont Street, Dublin 2",1505.04,1366.88,1242.92,1221.15,1260.56,1332.50,1392.77,1474.00,1583.74,1678.30,1847.16
"All property types","All bedrooms","Grand Canal Dock, Dublin 2",1716.17,1573.86,1436.04,1456.54,1507.89,1621.03,1772.16,1941.28,2142.41,2266.56,2340.79
"All property types","All bedrooms","Grand Canal Square, Dublin 2",0.00,1601.47,1511.70,1521.03,1795.00,1916.81,2033.28,2206.64,2482.66,2821.20,2902.88
"All property types","All bedrooms","Hanover Quay, Dublin 2",1898.71,1746.81,1637.72,1575.00,1534.79,1656.41,1778.43,1854.93,2030.38,1981.96,2239.77
"All property types","All bedrooms","Lower Mount Street, Dublin 2",1257.93,1154.06,1041.29,1013.44,1076.15,1151.60,1341.63,1452.08,1491.86,1608.58,1740.18
"All property types","All bedrooms","Pearse Street, Dublin 2",1309.51,1172.37,1061.61,1019.80,1060.18,1127.85,1244.09,1325.67,1462.96,1558.53,1653.03
"All property types","All bedrooms","Tara Street, Dublin 2",1282.37,1154.60,1024.13,946.17,949.25,1002.03,1124.96,1266.91,1422.43,1492.74,1493.17
"All property types","All bedrooms","Temple Bar, Dublin 2",1464.12,1261.65,1144.64,1124.03,1120.31,1137.40,1220.31,1358.86,1442.92,1574.80,1624.23
"All property types","All bedrooms","Townsend Street, Dublin 2",1379.16,1244.64,1092.91,1072.30,1117.39,1163.30,1271.30,1398.70,1520.09,1651.50,1746.42
"All property types","All bedrooms","Dublin 3",1222.75,1097.33,973.64,934.67,945.92,988.81,1068.02,1161.84,1257.21,1351.95,1466.18
"All property types","All bedrooms","Clonliffe, Dublin 3",1087.46,982.28,892.65,797.98,806.78,895.65,909.75,924.08,1029.67,1154.03,1328.80
"All property types","All bedrooms","Clontarf, Dublin 3",1289.39,1155.96,1025.03,990.46,1018.34,1058.36,1145.01,1266.22,1362.47,1459.38,1561.39
"All property types","All bedrooms","Drumcondra, Dublin 3",1161.13,1052.85,859.28,897.08,876.27,936.94,1029.91,1108.89,1216.61,1342.10,1457.95
"All property types","All bedrooms","East Wall, Dublin 3",1253.55,1101.08,948.27,922.06,958.40,979.91,1053.56,1157.02,1251.00,1307.24,1491.78
"All property types","All bedrooms","Eastwall, Dublin 3",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"All property types","All bedrooms","Fairview, Dublin 3",1024.20,947.90,871.65,878.73,891.33,918.69,976.48,1048.39,1118.56,1194.31,1296.48
"All property types","All bedrooms","Marino, Dublin 3",1423.75,1276.38,1109.58,1092.03,1127.41,1128.09,1185.00,1326.88,1402.81,1536.71,1666.80
"All property types","All bedrooms","North Strand, Dublin 3",1219.78,1030.01,916.21,879.54,856.37,955.59,1017.08,1062.77,1180.83,1325.34,1391.76
"All property types","All bedrooms","Dublin 4",1563.43,1403.83,1284.72,1272.56,1296.79,1363.30,1474.63,1601.97,1696.55,1821.55,1970.84
"All property types","All bedrooms","Ballsbridge, Dublin 4",1664.53,1503.01,1359.90,1358.93,1393.42,1438.70,1557.29,1696.09,1792.20,1989.15,2179.49
"All property types","All bedrooms","Donnybrook, Dublin 4",1618.75,1432.22,1319.55,1310.55,1300.80,1381.89,1541.62,1684.56,1796.78,1834.43,1910.18
"All property types","All bedrooms","Irishtown, Dublin 4",1448.67,1238.43,1130.18,1111.05,1173.36,1230.00,1307.06,1362.41,1519.06,1677.35,1878.83
"All property types","All bedrooms","Merrion, Dublin 4",1511.09,1344.81,1218.60,1201.20,1233.87,1330.96,1400.43,1512.98,1583.50,1612.75,1679.18
"All property types","All bedrooms","Pembroke, Dublin 4",1285.98,1185.03,1122.31,1142.56,1199.89,1255.01,1350.37,1506.99,1609.29,1657.34,1898.14
"All property types","All bedrooms","Ringsend, Dublin 4",1392.35,1261.25,1144.16,1146.79,1162.30,1205.27,1299.65,1410.36,1512.14,1626.50,1755.03
"All property types","All bedrooms","Sandymount, Dublin 4",1701.29,1515.68,1432.90,1390.62,1383.31,1466.77,1571.75,1669.65,1766.08,1863.00,2017.48
"All property types","All bedrooms","Dublin 5",1309.04,1191.75,1051.85,1013.37,1012.27,1036.62,1104.54,1185.72,1275.35,1373.08,1483.31
"All property types","All bedrooms","Artane, Dublin 5",1311.39,1204.70,1056.76,1004.59,993.47,1017.84,1098.31,1142.72,1204.65,1337.31,1449.43
"All property types","All bedrooms","Killester, Dublin 5",1355.67,1179.93,1044.34,1026.83,1015.82,1046.68,1161.63,1254.99,1280.75,1384.58,1577.81
"All property types","All bedrooms","Raheny, Dublin 5",1354.88,1214.99,1081.96,1037.59,1043.22,1083.45,1129.50,1222.49,1354.18,1434.58,1527.89
"All property types","All bedrooms","Dublin 6",1143.47,1074.02,994.46,956.21,970.97,1013.20,1096.41,1197.61,1284.47,1370.01,1470.90
"All property types","All bedrooms","Dartry, Dublin 6",1619.58,1436.58,1319.40,1269.18,1321.99,1408.41,1444.77,1471.48,1543.83,1759.49,1861.51
"All property types","All bedrooms","Harolds Cross, Dublin 6",1264.25,1116.51,1018.11,978.92,994.04,1042.79,1191.11,1337.25,1365.86,1394.93,1497.42
"All property types","All bedrooms","Milltown, Dublin 6",1569.72,1416.75,1245.35,1242.97,1333.48,1393.77,1463.08,1592.65,1753.97,1853.74,1942.60
"All property types","All bedrooms","Ranelagh, Dublin 6",1213.31,1165.70,1075.49,1004.96,1033.59,1086.15,1193.46,1318.38,1395.09,1522.52,1640.92
"All property types","All bedrooms","Rathgar, Dublin 6",1095.77,1041.86,960.64,905.62,886.39,930.91,1008.61,1121.86,1216.01,1321.86,1463.84
"All property types","All bedrooms","Rathmines, Dublin 6",1021.48,944.64,875.08,858.53,848.28,872.70,936.67,1009.37,1095.11,1163.27,1239.97
"All property types","All bedrooms","Terenure, Dublin 6",1201.81,1165.58,1082.56,1025.77,1011.29,1123.03,1232.22,1264.96,1362.89,1463.81,1491.43
"All property types","All bedrooms","Dublin 6W",1306.68,1210.99,1122.29,1089.99,1079.34,1133.87,1226.81,1320.60,1409.89,1516.81,1632.51
"All property types","All bedrooms","Harolds Cross, Dublin 6W",1259.90,1144.49,1056.98,1034.05,1013.78,1070.89,1179.88,1232.74,1278.45,1415.20,1475.16
"All property types","All bedrooms","Templeogue, Dublin 6W",1406.01,1254.97,1184.72,1215.41,1243.56,1275.08,1301.18,1391.65,1571.86,1718.46,1775.12
